Datum,Temperatura vode [°C],Smer morskega toka 2m pod gladino [°],Hitrost morskega toka 2m pod glad. [cm/s],Smer morskega toka 10m pod gladino [°],Hitrost morskega toka 10m pod glad. [cm/s],ZnaÄilna viÅ¡ina valov [m],Maksimalna viÅ¡ina valov [m],Smer valovanja [°],Perioda valovanja [s]
28.08.2023 09:00,27.3,117,9,0,1,0.51,0.62,165,3
28.08.2023 08:00,27.3,79,15,222,12,0.47,0.59,165,3
28.08.2023 07:00,0.0,0,0,0,0,0.00,0.00,0,0
28.08.2023 06:00,-,-,-,-,-,-,-,-,-
28.08.2023 05:00,-,-,-,-,-,-,-,-,-
28.08.2023 04:00,-,-,-,-,-,-,-,-,-
28.08.2023 03:00,-,-,-,-,-,-,-,-,-
28.08.2023 02:00,-,-,-,-,-,-,-,-,-
28.08.2023 01:00,-,-,-,-,-,-,-,-,-
28.08.2023 00:00,-,-,-,-,-,-,-,-,-
27.08.2023 23:00,-,-,-,-,-,-,-,-,-
27.08.2023 22:00,-,-,-,-,-,-,-,-,-
27.08.2023 21:00,-,-,-,-,-,-,-,-,-
27.08.2023 20:00,-,-,-,-,-,-,-,-,-
27.08.2023 19:00,-,-,-,-,-,-,-,-,-
27.08.2023 18:00,28.2,181,22,330,7,0.20,0.00,192,3
27.08.2023 17:00,28.0,162,23,271,9,0.27,0.35,208,3
27.08.2023 16:00,27.7,173,15,287,15,0.27,0.31,201,3
27.08.2023 15:00,27.7,129,28,253,19,0.31,0.31,212,3
27.08.2023 14:00,27.6,120,22,221,21,0.39,0.47,199,3
27.08.2023 13:00,27.5,138,18,215,22,0.39,0.51,210,3
27.08.2023 12:00,27.4,111,12,214,21,0.43,0.51,217,3
27.08.2023 11:00,27.3,100,14,201,16,0.43,0.51,214,3
27.08.2023 10:00,27.4,86,7,210,18,0.35,0.55,214,3
27.08.2023 09:00,27.3,68,8,177,16,0.35,0.35,199,3
27.08.2023 08:00,27.3,17,8,160,9,0.35,0.51,201,3
27.08.2023 07:00,27.3,34,2,150,12,0.31,0.43,200,3
27.08.2023 06:00,27.4,290,12,143,12,0.31,0.35,214,3
27.08.2023 05:00,27.4,270,11,135,13,0.31,0.43,206,3
27.08.2023 04:00,27.5,249,13,128,14,0.16,0.00,216,3
27.08.2023 03:00,27.5,232,18,122,9,0.12,0.00,206,3
27.08.2023 02:00,27.6,228,18,197,5,0.16,0.00,207,3
27.08.2023 01:00,27.7,211,22,211,1,0.16,0.00,198,3
27.08.2023 00:00,27.7,193,22,281,1,0.16,0.00,204,3
26.08.2023 23:00,27.7,194,21,280,6,0.16,0.00,212,3
26.08.2023 22:00,27.7,172,21,229,12,0.20,0.00,191,3
26.08.2023 21:00,27.7,150,18,239,15,0.23,0.00,198,3
26.08.2023 20:00,27.8,148,14,246,19,0.27,0.31,210,3
26.08.2023 19:00,27.7,118,14,256,13,0.35,0.62,163,3
26.08.2023 18:00,27.7,124,18,263,14,0.39,0.47,198,3
26.08.2023 17:00,27.5,105,18,240,11,0.47,0.55,198,3
26.08.2023 16:00,27.6,112,13,222,15,0.47,0.59,205,3
26.08.2023 15:00,27.7,112,6,217,14,0.47,0.47,203,3
26.08.2023 14:00,27.7,120,8,200,15,0.59,0.62,205,3
26.08.2023 13:00,27.8,221,18,210,16,0.31,0.43,205,3
26.08.2023 12:00,28.4,207,18,204,13,0.27,0.35,202,3
26.08.2023 11:00,27.7,217,14,202,16,0.20,0.00,201,4
26.08.2023 10:00,27.4,193,11,193,12,0.16,0.00,192,3
26.08.2023 09:00,27.5,205,12,197,13,0.08,0.00,209,3
26.08.2023 08:00,27.4,215,11,200,15,0.08,0.00,188,3
26.08.2023 07:00,27.4,222,8,187,7,0.08,0.00,173,3
26.08.2023 06:00,27.4,210,6,202,2,0.12,0.00,212,3
26.08.2023 05:00,27.3,219,11,163,13,0.12,0.00,210,3
26.08.2023 04:00,27.6,226,8,195,4,0.12,0.00,202,3
26.08.2023 03:00,28.0,233,11,172,11,0.12,0.00,187,3
26.08.2023 02:00,28.1,217,13,170,7,0.16,0.00,211,3
26.08.2023 01:00,28.2,233,13,193,12,0.16,0.00,206,3
26.08.2023 00:00,28.4,207,8,211,8,0.12,0.00,207,3
25.08.2023 23:00,28.5,217,15,218,14,0.12,0.00,206,3
25.08.2023 22:00,28.7,170,8,224,12,0.12,0.00,214,3
25.08.2023 21:00,28.8,222,9,225,11,0.12,0.00,187,3
25.08.2023 20:00,29.1,229,7,200,12,0.08,0.00,196,3
25.08.2023 19:00,29.5,217,12,207,8,0.12,0.00,138,3
25.08.2023 18:00,29.5,233,7,204,12,0.12,0.00,186,3
25.08.2023 17:00,29.7,242,6,197,8,0.12,0.00,207,3
25.08.2023 16:00,29.4,198,7,198,8,0.12,0.00,129,3
25.08.2023 15:00,29.0,215,13,172,8,0.08,0.00,165,3
25.08.2023 14:00,28.8,224,12,207,6,0.12,0.00,229,3
25.08.2023 13:00,28.5,186,12,214,11,0.12,0.00,153,3
25.08.2023 12:00,28.0,207,12,177,7,0.08,0.00,217,3
25.08.2023 11:00,27.7,176,9,201,5,0.04,0.00,207,3
25.08.2023 10:00,27.4,149,9,172,11,0.12,0.00,147,3
25.08.2023 09:00,27.3,150,11,186,11,0.08,0.00,193,3
25.08.2023 08:00,27.4,180,8,165,9,0.08,0.00,218,3
25.08.2023 07:00,27.6,235,4,150,11,0.04,0.00,221,2
25.08.2023 06:00,27.6,136,9,156,7,0.08,0.00,205,3
25.08.2023 05:00,28.4,165,8,186,9,0.04,0.00,165,3
25.08.2023 04:00,28.1,167,5,159,8,0.08,0.00,191,3
25.08.2023 03:00,28.0,120,4,187,9,0.08,0.00,22,3
25.08.2023 02:00,28.1,184,6,197,5,0.04,0.00,48,3
25.08.2023 01:00,28.4,238,5,188,9,0.08,0.00,224,3
25.08.2023 00:00,28.8,186,5,187,8,0.04,0.00,245,3
24.08.2023 23:00,28.6,226,8,172,9,0.08,0.00,214,3
24.08.2023 22:00,28.7,214,7,174,9,0.12,0.00,290,3
24.08.2023 21:00,28.8,214,8,193,9,0.08,0.00,168,3
24.08.2023 20:00,28.9,219,5,152,8,0.08,0.00,159,3
24.08.2023 19:00,28.8,217,9,181,8,0.12,0.00,65,2
24.08.2023 18:00,29.0,187,12,200,13,0.12,0.00,119,3
24.08.2023 17:00,28.8,167,14,165,7,0.12,0.00,207,3
24.08.2023 16:00,28.8,165,12,187,12,0.08,0.00,208,3
24.08.2023 15:00,28.9,174,15,158,11,0.12,0.00,131,3
24.08.2023 14:00,28.7,160,8,174,14,0.08,0.00,185,3
24.08.2023 13:00,28.5,187,13,146,7,0.08,0.00,248,3
24.08.2023 12:00,28.0,149,9,155,7,0.16,0.00,354,3
24.08.2023 11:00,27.7,180,6,152,12,0.12,0.00,44,3
24.08.2023 10:00,27.6,162,7,146,7,0.12,0.00,192,3
24.08.2023 09:00,27.5,195,8,143,7,0.08,0.00,67,4
24.08.2023 08:00,27.3,177,9,141,11,0.08,0.00,44,3
24.08.2023 07:00,27.2,194,7,170,11,0.08,0.00,60,3
24.08.2023 06:00,27.3,191,6,186,11,0.08,0.00,55,2
24.08.2023 05:00,27.6,158,8,202,12,0.04,0.00,257,3
24.08.2023 04:00,27.7,153,9,193,12,0.04,0.00,325,2
24.08.2023 03:00,27.7,179,8,183,13,0.08,0.00,46,2
24.08.2023 02:00,28.0,135,2,187,7,0.08,0.00,136,3
24.08.2023 01:00,27.9,174,5,183,6,0.08,0.00,355,3
24.08.2023 00:00,28.0,180,4,172,9,0.08,0.00,190,3
23.08.2023 23:00,28.0,198,7,170,12,0.12,0.00,25,4
23.08.2023 22:00,28.0,194,14,194,8,0.00,0.00,0,0
23.08.2023 21:00,-,-,-,-,-,-,-,-,-
23.08.2023 20:00,-,-,-,-,-,-,-,-,-
23.08.2023 19:00,-,-,-,-,-,-,-,-,-
23.08.2023 18:00,-,-,-,-,-,-,-,-,-
23.08.2023 17:00,-,-,-,-,-,-,-,-,-
23.08.2023 16:00,-,-,-,-,-,-,-,-,-
23.08.2023 15:00,-,-,-,-,-,-,-,-,-
23.08.2023 14:00,-,-,-,-,-,-,-,-,-
23.08.2023 13:00,-,-,-,-,-,-,-,-,-
23.08.2023 12:00,-,-,-,-,-,-,-,-,-
23.08.2023 11:00,-,-,-,-,-,-,-,-,-
23.08.2023 10:00,-,-,-,-,-,-,-,-,-
23.08.2023 09:00,26.8,152,11,193,6,0.04,0.00,257,2
23.08.2023 08:00,26.7,190,15,222,7,0.04,0.00,186,4
23.08.2023 07:00,26.6,170,9,195,8,0.08,0.00,195,3
23.08.2023 06:00,26.7,158,11,207,11,0.04,0.00,269,3
23.08.2023 05:00,26.9,158,6,190,14,0.04,0.00,70,3
23.08.2023 04:00,27.0,58,4,202,13,0.08,0.00,17,3
23.08.2023 03:00,27.0,129,7,197,11,0.04,0.00,248,3
23.08.2023 02:00,27.0,56,2,162,13,0.08,0.00,217,3
23.08.2023 01:00,27.0,262,2,159,8,0.08,0.00,206,3
23.08.2023 00:00,27.1,322,2,110,4,0.08,0.00,213,3
22.08.2023 23:00,27.3,246,8,141,5,0.08,0.00,290,3
22.08.2023 22:00,27.2,333,6,260,7,0.08,0.00,247,3
22.08.2023 21:00,27.5,235,13,253,5,0.12,0.00,238,3
22.08.2023 20:00,27.7,222,23,249,7,0.08,0.00,162,3
22.08.2023 19:00,27.9,201,28,236,12,0.16,0.00,86,3
22.08.2023 18:00,28.0,190,28,212,14,0.12,0.00,186,3
22.08.2023 17:00,27.8,183,22,198,13,0.08,0.00,283,3
22.08.2023 16:00,27.8,187,20,204,8,0.08,0.00,174,3
22.08.2023 15:00,27.3,172,14,210,14,0.08,0.00,210,3
22.08.2023 14:00,27.2,156,13,211,13,0.12,0.00,200,3
22.08.2023 13:00,27.2,163,12,212,11,0.08,0.00,200,3
22.08.2023 12:00,27.2,152,9,214,15,0.08,0.00,307,3
22.08.2023 11:00,26.7,120,9,210,12,0.12,0.00,75,3
22.08.2023 10:00,26.5,134,8,215,14,0.16,0.00,49,3
22.08.2023 09:00,26.3,225,4,208,9,0.16,0.00,45,3
22.08.2023 08:00,26.3,120,2,173,13,0.20,0.00,53,3
22.08.2023 07:00,26.3,172,4,202,14,0.16,0.00,48,2
22.08.2023 06:00,26.4,229,8,214,16,0.27,0.00,55,2
22.08.2023 05:00,26.4,236,8,197,18,0.23,0.00,68,2
22.08.2023 04:00,26.5,236,13,201,19,0.23,0.00,60,2
22.08.2023 03:00,26.6,255,9,208,18,0.27,0.00,58,2
22.08.2023 02:00,26.9,274,8,183,18,0.16,0.00,53,2
22.08.2023 01:00,26.9,263,9,211,13,0.20,0.00,56,2
22.08.2023 00:00,26.9,264,11,191,8,0.12,0.00,65,2
21.08.2023 23:00,26.8,262,13,180,4,0.08,0.00,38,3
21.08.2023 22:00,27.0,260,8,211,4,0.16,0.00,87,2
21.08.2023 21:00,27.1,211,9,179,6,0.08,0.00,214,3
21.08.2023 20:00,27.7,193,14,188,11,0.08,0.00,201,3
21.08.2023 19:00,27.7,176,19,187,11,0.08,0.00,210,3
21.08.2023 18:00,27.7,159,12,205,14,0.16,0.00,269,3
21.08.2023 17:00,27.7,193,12,200,12,0.12,0.00,55,3
21.08.2023 16:00,28.0,198,11,191,14,0.08,0.00,278,3
21.08.2023 15:00,28.0,198,15,205,12,0.08,0.00,251,3
21.08.2023 14:00,27.9,193,6,180,15,0.08,0.00,194,3
21.08.2023 13:00,27.3,162,5,162,13,0.08,0.00,181,3
21.08.2023 12:00,26.7,165,7,132,11,0.12,0.00,214,3
21.08.2023 11:00,26.6,96,6,163,8,0.08,0.00,80,3
21.08.2023 10:00,26.6,101,7,156,8,0.08,0.00,236,3
21.08.2023 09:00,-,-,-,-,-,-,-,-,-
21.08.2023 08:00,26.4,121,5,179,11,0.16,0.00,61,3
21.08.2023 07:00,26.4,198,9,179,15,0.16,0.00,55,2
21.08.2023 06:00,26.4,184,14,188,14,0.08,0.00,53,2
21.08.2023 05:00,26.4,181,16,201,11,0.08,0.00,30,2
21.08.2023 04:00,26.4,172,16,193,14,0.04,0.00,19,3
21.08.2023 03:00,26.4,170,8,174,12,0.08,0.00,49,2
21.08.2023 02:00,26.5,190,12,172,15,0.04,0.00,57,3
21.08.2023 01:00,26.5,174,7,159,14,0.08,0.00,54,3
21.08.2023 00:00,26.6,166,4,159,13,0.08,0.00,53,2
20.08.2023 23:00,26.6,208,11,153,12,0.08,0.00,196,2
20.08.2023 22:00,26.6,243,5,146,9,0.16,0.00,74,2
20.08.2023 21:00,26.6,174,2,125,11,0.16,0.00,78,2
20.08.2023 20:00,26.7,202,9,108,6,0.20,0.00,56,2
20.08.2023 19:00,26.7,201,8,187,11,0.23,0.00,71,3
20.08.2023 18:00,26.8,228,15,202,13,0.23,0.00,63,2
20.08.2023 17:00,26.8,202,15,200,16,0.27,0.27,63,3
20.08.2023 16:00,26.7,194,18,204,21,0.31,0.35,51,3
20.08.2023 15:00,26.8,208,13,215,18,0.27,0.31,51,2
20.08.2023 14:00,26.6,205,11,202,18,0.31,0.31,58,3
20.08.2023 13:00,26.6,75,5,184,15,0.27,0.39,60,3
20.08.2023 12:00,26.4,214,6,167,12,0.31,0.35,69,3
20.08.2023 11:00,26.3,253,6,167,12,0.23,0.00,65,2
20.08.2023 10:00,26.3,315,4,156,11,0.23,0.00,91,3
20.08.2023 09:00,26.2,332,2,135,11,0.16,0.00,55,2
20.08.2023 08:00,26.2,212,11,111,7,0.16,0.00,58,2
20.08.2023 07:00,26.2,232,6,138,6,0.16,0.00,52,2
20.08.2023 06:00,26.3,198,9,172,12,0.23,0.00,50,2
20.08.2023 05:00,26.3,204,9,195,14,0.12,0.00,51,2
20.08.2023 04:00,26.4,210,9,186,20,0.20,0.00,54,2
20.08.2023 03:00,26.5,214,7,195,14,0.20,0.00,60,2
20.08.2023 02:00,26.6,255,8,210,11,0.16,0.00,52,2
20.08.2023 01:00,26.6,255,7,204,12,0.12,0.00,44,2
20.08.2023 00:00,26.6,263,9,195,9,0.16,0.00,77,2
19.08.2023 23:00,26.7,315,4,152,5,0.12,0.00,217,3
19.08.2023 22:00,26.7,187,4,115,6,0.12,0.00,224,3
19.08.2023 21:00,26.7,211,7,148,2,0.16,0.00,168,3
19.08.2023 20:00,26.8,202,12,91,5,0.20,0.00,196,3
19.08.2023 19:00,26.9,197,12,266,5,0.16,0.00,35,3
19.08.2023 18:00,27.0,188,19,221,9,0.12,0.00,141,3
19.08.2023 17:00,27.0,183,21,179,11,0.12,0.00,269,2
19.08.2023 16:00,27.0,166,18,188,7,0.16,0.00,221,2
19.08.2023 15:00,27.0,179,11,177,12,0.12,0.00,271,3
19.08.2023 14:00,27.0,176,11,158,15,0.12,0.00,188,3
19.08.2023 13:00,26.6,212,5,176,14,0.12,0.00,299,3
19.08.2023 12:00,26.3,107,14,131,6,0.12,0.00,87,3
19.08.2023 11:00,26.1,131,11,117,7,0.08,0.00,76,3
19.08.2023 10:00,26.0,93,8,156,5,0.12,0.00,68,3
19.08.2023 09:00,26.0,90,11,124,8,0.12,0.00,34,2
19.08.2023 08:00,26.0,100,4,101,5,0.08,0.00,56,2
19.08.2023 07:00,26.1,166,5,62,6,0.12,0.00,83,2
19.08.2023 06:00,26.0,187,5,56,1,0.12,0.00,49,2
19.08.2023 05:00,26.0,202,9,212,5,0.08,0.00,155,3
19.08.2023 04:00,26.0,190,15,219,7,0.04,0.00,43,3
19.08.2023 03:00,26.1,211,8,202,7,0.04,0.00,290,4
19.08.2023 02:00,26.1,167,7,145,4,0.04,0.00,309,3
19.08.2023 01:00,26.3,204,11,215,2,0.04,0.00,271,3
19.08.2023 00:00,26.4,222,8,69,5,0.04,0.00,194,3
18.08.2023 23:00,26.5,195,5,51,2,0.08,0.00,203,3
18.08.2023 22:00,26.5,259,4,49,4,0.12,0.00,34,3
18.08.2023 21:00,26.6,222,7,141,1,0.12,0.00,231,3
18.08.2023 20:00,27.0,236,13,176,4,0.12,0.00,32,2
18.08.2023 19:00,27.1,207,8,142,6,0.20,0.00,77,2
18.08.2023 18:00,27.3,194,16,246,7,0.20,0.00,84,2
18.08.2023 17:00,27.3,180,19,202,14,0.12,0.00,200,3
18.08.2023 16:00,26.7,201,14,191,12,0.08,0.00,204,3
18.08.2023 15:00,26.7,212,11,188,16,0.08,0.00,273,3
18.08.2023 14:00,27.0,214,12,177,8,0.12,0.00,188,3
18.08.2023 13:00,27.4,233,13,174,9,0.12,0.00,224,3
18.08.2023 12:00,26.8,214,11,142,8,0.12,0.00,263,3
18.08.2023 11:00,26.4,176,11,103,6,0.08,0.00,81,3
18.08.2023 10:00,26.2,186,9,48,4,0.08,0.00,200,3
18.08.2023 09:00,26.3,174,7,93,8,0.16,0.00,188,3
18.08.2023 08:00,26.5,155,5,90,4,0.08,0.00,41,3
18.08.2023 07:00,26.4,141,8,217,1,0.04,0.00,83,3
18.08.2023 06:00,26.3,204,8,205,8,0.04,0.00,181,3
18.08.2023 05:00,26.2,239,9,239,5,0.04,0.00,250,3
18.08.2023 04:00,26.2,224,12,224,6,0.04,0.00,224,3
18.08.2023 03:00,26.3,210,14,239,11,0.04,0.00,221,3
18.08.2023 02:00,26.2,236,14,245,14,0.04,0.00,219,3
18.08.2023 01:00,26.2,257,12,210,9,0.04,0.00,215,3
18.08.2023 00:00,26.2,239,13,198,14,0.08,0.00,231,3
17.08.2023 23:00,26.2,229,13,169,9,0.08,0.00,258,3
17.08.2023 22:00,26.3,218,7,105,6,0.08,0.00,220,3
17.08.2023 21:00,26.3,212,7,135,2,0.12,0.00,205,3
17.08.2023 20:00,26.3,160,5,212,5,0.12,0.00,117,3
17.08.2023 19:00,26.4,149,11,219,4,0.12,0.00,195,3
17.08.2023 18:00,26.4,131,9,198,5,0.16,0.00,159,3
17.08.2023 17:00,26.6,141,12,215,9,0.16,0.00,217,3
17.08.2023 16:00,26.4,148,7,214,14,0.12,0.00,254,3
17.08.2023 15:00,26.2,188,7,202,15,0.12,0.00,173,3
17.08.2023 14:00,26.2,207,7,207,15,0.12,0.00,227,3
17.08.2023 13:00,26.2,188,6,181,16,0.12,0.00,206,3
17.08.2023 12:00,26.1,236,6,170,11,0.12,0.00,215,3
17.08.2023 11:00,26.0,239,5,177,8,0.12,0.00,39,2
17.08.2023 10:00,25.9,326,1,108,6,0.20,0.00,145,3
17.08.2023 09:00,25.8,129,5,111,5,0.20,0.00,77,3
17.08.2023 08:00,25.7,134,9,90,1,0.16,0.00,4,3
17.08.2023 07:00,25.8,86,5,217,6,0.08,0.00,52,2
17.08.2023 06:00,25.7,46,6,267,5,0.12,0.00,34,2
17.08.2023 05:00,25.8,56,7,252,7,0.12,0.00,44,2
17.08.2023 04:00,25.8,262,7,228,13,0.16,0.00,50,2
17.08.2023 03:00,25.9,326,2,224,12,0.16,0.00,49,2
17.08.2023 02:00,26.0,342,11,222,8,0.20,0.00,53,2
17.08.2023 01:00,26.0,276,9,219,15,0.12,0.00,44,2
17.08.2023 00:00,26.1,259,11,207,13,0.16,0.00,47,2
16.08.2023 23:00,26.2,255,8,193,7,0.16,0.00,41,2
16.08.2023 22:00,26.2,233,8,86,2,0.20,0.00,40,2
16.08.2023 21:00,26.4,229,14,110,6,0.16,0.00,115,3
16.08.2023 20:00,26.7,210,16,125,5,0.20,0.00,120,3
16.08.2023 19:00,27.0,162,13,28,12,0.12,0.00,181,3
16.08.2023 18:00,26.6,145,11,7,7,0.12,0.00,197,3
16.08.2023 17:00,26.8,131,9,83,1,0.12,0.00,214,3
16.08.2023 16:00,26.9,156,8,285,1,0.08,0.00,160,3
16.08.2023 15:00,26.8,86,4,141,1,0.12,0.00,90,3
16.08.2023 14:00,26.6,107,5,183,7,0.12,0.00,216,3
16.08.2023 13:00,26.2,309,4,141,7,0.12,0.00,71,3
16.08.2023 12:00,25.9,319,7,112,5,0.16,0.00,68,3
16.08.2023 11:00,25.9,297,11,86,5,0.20,0.00,57,3
16.08.2023 10:00,25.8,285,11,94,9,0.20,0.00,58,2
16.08.2023 09:00,25.7,260,4,86,11,0.23,0.00,47,2
16.08.2023 08:00,25.7,114,4,70,11,0.27,0.00,56,2
16.08.2023 07:00,25.7,46,9,84,9,0.27,0.00,62,2
16.08.2023 06:00,25.8,38,8,80,7,0.16,0.00,55,2
16.08.2023 05:00,25.9,51,9,104,7,0.08,0.00,47,2
16.08.2023 04:00,26.0,122,2,153,7,0.08,0.00,43,2
16.08.2023 03:00,26.0,198,2,176,7,0.08,0.00,60,3
16.08.2023 02:00,26.2,300,7,184,13,0.08,0.00,26,2
16.08.2023 01:00,26.2,256,5,190,15,0.12,0.00,44,2
16.08.2023 00:00,26.5,264,12,156,8,0.16,0.00,26,2
15.08.2023 23:00,26.6,256,5,110,7,0.08,0.00,231,3
15.08.2023 22:00,26.6,222,15,84,12,0.12,0.00,261,3
15.08.2023 21:00,26.6,195,16,97,6,0.16,0.00,263,2
15.08.2023 20:00,26.6,184,9,83,11,0.16,0.00,30,3
15.08.2023 19:00,26.6,177,12,86,8,0.12,0.00,62,3
15.08.2023 18:00,26.8,148,13,105,7,0.12,0.00,233,3
15.08.2023 17:00,27.0,169,16,132,7,0.12,0.00,210,3
15.08.2023 16:00,-,-,-,-,-,-,-,-,-
15.08.2023 15:00,27.0,155,7,148,9,0.12,0.00,134,3
15.08.2023 14:00,27.0,210,4,180,14,0.12,0.00,37,3
15.08.2023 13:00,27.1,165,5,184,12,0.12,0.00,58,3
15.08.2023 12:00,26.2,174,5,205,9,0.12,0.00,25,3
15.08.2023 11:00,25.7,73,4,202,8,0.16,0.00,46,3
15.08.2023 10:00,25.5,278,1,172,5,0.20,0.00,53,3
15.08.2023 09:00,25.5,49,5,131,8,0.23,0.00,46,3
15.08.2023 08:00,25.5,332,5,107,8,0.23,0.00,53,2
15.08.2023 07:00,25.5,63,7,82,12,0.20,0.00,51,3
15.08.2023 06:00,25.6,60,5,100,9,0.23,0.00,49,3
15.08.2023 05:00,25.8,59,7,118,6,0.20,0.00,36,2
15.08.2023 04:00,25.9,55,4,163,4,0.12,0.00,52,2
15.08.2023 03:00,25.9,278,9,205,5,0.16,0.00,82,2
15.08.2023 02:00,26.1,260,8,181,7,0.16,0.00,229,3
15.08.2023 01:00,26.2,238,7,197,9,0.20,0.00,315,3
15.08.2023 00:00,26.2,225,9,195,13,0.16,0.00,245,3
14.08.2023 23:00,26.3,228,7,142,5,0.20,0.00,253,3
14.08.2023 22:00,26.4,228,14,141,6,0.20,0.00,244,3
14.08.2023 21:00,26.4,195,9,107,5,0.23,0.00,245,3
14.08.2023 20:00,26.4,166,5,53,2,0.20,0.00,243,2
14.08.2023 19:00,26.6,0,0,46,6,0.20,0.00,264,2
14.08.2023 18:00,26.6,173,7,108,5,0.16,0.00,182,2
14.08.2023 17:00,26.6,186,8,115,5,0.12,0.00,194,2
14.08.2023 16:00,26.5,183,14,82,2,0.16,0.00,189,3
14.08.2023 15:00,26.8,214,15,212,2,0.12,0.00,231,3
14.08.2023 14:00,26.8,208,14,197,6,0.12,0.00,238,3
14.08.2023 13:00,27.1,221,9,193,7,0.12,0.00,169,3
14.08.2023 12:00,26.5,222,5,210,5,0.16,0.00,28,3
14.08.2023 11:00,25.9,210,5,270,4,0.16,0.00,108,3
14.08.2023 10:00,25.7,326,0,114,1,0.12,0.00,63,2
14.08.2023 09:00,25.7,59,9,270,0,0.08,0.00,150,3
14.08.2023 08:00,25.7,31,14,103,1,0.08,0.00,179,3
14.08.2023 07:00,25.8,27,18,96,6,0.12,0.00,41,3
14.08.2023 06:00,25.7,52,8,111,9,0.16,0.00,47,3
14.08.2023 05:00,25.5,349,6,62,6,0.23,0.00,72,3
14.08.2023 04:00,25.6,170,2,142,7,0.16,0.00,44,2
14.08.2023 03:00,25.8,263,6,177,2,0.08,0.00,238,3
14.08.2023 02:00,25.5,219,13,273,2,0.08,0.00,236,3
14.08.2023 01:00,25.9,219,12,284,4,0.12,0.00,240,3
14.08.2023 00:00,25.7,222,12,297,4,0.12,0.00,276,3
13.08.2023 23:00,25.8,235,18,217,8,0.16,0.00,259,2
13.08.2023 22:00,25.9,242,14,224,7,0.16,0.00,236,3
13.08.2023 21:00,26.2,242,12,238,5,0.20,0.00,247,2
13.08.2023 20:00,26.3,208,8,343,5,0.20,0.00,254,2
13.08.2023 19:00,26.3,217,8,58,5,0.20,0.00,256,2
13.08.2023 18:00,26.6,187,2,80,2,0.20,0.00,229,2
13.08.2023 17:00,26.6,183,8,100,4,0.20,0.00,245,3
13.08.2023 16:00,26.6,229,8,211,1,0.20,0.00,264,3
13.08.2023 15:00,26.3,228,12,187,6,0.16,0.00,243,3
13.08.2023 14:00,26.2,235,8,10,2,0.16,0.00,190,3
13.08.2023 13:00,25.9,246,8,41,2,0.12,0.00,284,3
