Datum,Temperatura vode [°C],ViÅ¡ina valov [m],Vrednost periode valov [s],Smer valov [°],Hitrost morskega toka [cm/s],Smer morskega toka [°],Maksimalna viÅ¡ina valov [m]
30.08.2023 01:00,-,-,-,-,-,-,-
30.08.2023 00:30,26.1,0.40,2,71,20,253,0.70
30.08.2023 00:00,26.1,0.36,2,91,19,238,0.54
29.08.2023 23:30,26.1,0.34,2,262,18,256,0.57
29.08.2023 23:00,26.1,0.27,2,207,15,251,0.44
29.08.2023 22:30,26.1,0.23,2,322,8,312,0.39
29.08.2023 22:00,26.2,0.27,2,325,5,238,0.41
29.08.2023 21:30,26.2,0.27,2,281,10,179,0.40
29.08.2023 21:00,26.3,0.30,2,255,2,281,0.51
29.08.2023 20:30,26.2,0.34,2,241,7,51,0.49
29.08.2023 20:00,26.2,0.31,2,223,7,331,0.51
29.08.2023 19:30,26.2,0.30,2,265,11,336,0.45
29.08.2023 19:00,26.2,0.22,2,263,16,357,0.32
29.08.2023 18:30,26.2,0.19,2,230,25,5,0.28
29.08.2023 18:00,26.2,0.22,2,253,18,10,0.31
29.08.2023 17:30,26.2,0.25,2,249,15,11,0.35
29.08.2023 17:00,26.2,0.23,2,189,11,256,0.33
29.08.2023 16:30,26.2,0.26,2,230,13,231,0.39
29.08.2023 16:00,26.2,0.37,2,10,10,231,0.67
29.08.2023 15:30,26.3,0.39,2,321,11,208,0.61
29.08.2023 15:00,26.3,0.22,2,261,12,198,0.37
29.08.2023 14:30,26.5,0.18,2,244,2,227,0.25
29.08.2023 14:00,26.3,0.21,2,218,5,260,0.28
29.08.2023 13:30,26.2,0.19,2,222,3,112,0.28
29.08.2023 13:00,26.2,0.24,2,250,6,65,0.40
29.08.2023 12:30,26.1,0.26,2,227,10,13,0.39
29.08.2023 12:00,26.2,0.24,2,221,4,130,0.34
29.08.2023 11:30,26.1,0.26,2,261,4,111,0.35
29.08.2023 11:00,26.0,0.29,3,240,8,68,0.44
29.08.2023 10:30,26.0,0.33,3,230,13,46,0.52
29.08.2023 10:00,25.9,0.26,3,226,6,59,0.46
29.08.2023 09:30,26.4,0.27,3,229,4,312,0.40
29.08.2023 09:00,26.4,0.28,2,180,18,196,0.41
29.08.2023 08:30,26.4,0.27,2,253,5,106,0.39
29.08.2023 08:00,26.3,0.28,2,236,2,153,0.41
29.08.2023 07:30,26.4,0.29,2,213,5,288,0.40
29.08.2023 07:00,26.4,0.28,2,237,4,288,0.38
29.08.2023 06:30,26.4,0.36,3,265,11,341,0.64
29.08.2023 06:00,26.5,0.31,2,226,19,328,0.47
29.08.2023 05:30,26.6,0.34,2,220,19,333,0.51
29.08.2023 05:00,26.5,0.40,3,229,7,298,0.66
29.08.2023 04:30,26.2,0.43,3,226,13,302,0.73
29.08.2023 04:00,26.4,0.48,3,232,16,304,0.61
29.08.2023 03:30,26.3,0.45,3,220,15,280,0.64
29.08.2023 03:00,26.2,0.45,3,232,21,281,0.66
29.08.2023 02:30,26.2,0.47,3,227,35,305,0.74
29.08.2023 02:00,26.7,0.50,3,240,22,285,0.82
29.08.2023 01:30,26.6,0.55,3,228,23,284,0.95
29.08.2023 01:00,26.6,0.49,3,220,20,284,0.68
29.08.2023 00:30,26.6,0.47,3,217,23,303,0.73
29.08.2023 00:00,26.6,0.37,2,227,17,299,0.61
28.08.2023 23:30,26.6,0.28,2,204,22,287,0.43
28.08.2023 23:00,26.6,0.29,2,195,20,309,0.42
28.08.2023 22:30,26.6,0.23,2,247,23,325,0.32
28.08.2023 22:00,26.7,0.26,2,229,23,331,0.39
28.08.2023 21:30,26.7,0.27,2,243,19,305,0.45
28.08.2023 21:00,27.0,0.28,2,271,17,297,0.39
28.08.2023 20:30,27.0,0.25,2,224,14,269,0.39
28.08.2023 20:00,27.1,0.24,2,247,8,245,0.42
28.08.2023 19:30,27.1,0.22,2,232,4,275,0.29
28.08.2023 19:00,27.1,0.24,2,214,5,238,0.40
28.08.2023 18:30,27.1,0.27,2,244,8,236,0.39
28.08.2023 18:00,27.1,0.31,2,207,10,216,0.55
28.08.2023 17:30,27.1,0.37,2,345,9,195,0.60
28.08.2023 17:00,27.1,0.40,2,288,11,178,0.64
28.08.2023 16:30,27.1,0.40,2,286,6,181,0.61
28.08.2023 16:00,27.1,0.36,2,173,13,253,0.54
28.08.2023 15:30,27.1,0.32,2,302,7,246,0.49
28.08.2023 15:00,27.1,0.32,2,117,10,247,0.46
28.08.2023 14:30,27.2,0.33,2,17,11,220,0.49
28.08.2023 14:00,27.1,0.21,2,280,11,202,0.31
28.08.2023 13:30,27.1,0.22,2,247,15,198,0.35
28.08.2023 13:00,26.8,0.29,2,263,7,43,0.39
28.08.2023 12:30,26.8,0.41,2,346,6,6,0.65
28.08.2023 12:00,27.0,0.19,2,195,10,285,0.25
28.08.2023 11:30,27.0,0.21,2,240,17,324,0.31
28.08.2023 11:00,27.0,0.23,2,250,14,319,0.34
28.08.2023 10:30,27.4,0.21,2,225,12,285,0.28
28.08.2023 10:00,27.4,0.27,2,231,10,294,0.51
28.08.2023 09:30,27.5,0.31,2,249,14,285,0.50
28.08.2023 09:00,27.5,0.31,2,230,3,302,0.52
28.08.2023 08:30,27.5,0.26,2,218,7,326,0.41
28.08.2023 08:00,27.5,0.28,2,263,3,21,0.40
28.08.2023 07:30,27.6,0.26,2,214,3,335,0.35
28.08.2023 07:00,27.6,0.18,2,256,6,292,0.28
28.08.2023 06:30,27.6,0.12,2,60,5,289,0.19
28.08.2023 06:00,27.6,0.13,2,11,4,74,0.20
28.08.2023 05:30,27.6,0.15,2,250,17,97,0.24
28.08.2023 05:00,27.6,0.18,2,247,1,55,0.28
28.08.2023 04:30,27.6,0.18,2,261,8,189,0.26
28.08.2023 04:00,27.6,0.23,2,275,11,190,0.30
28.08.2023 03:30,27.6,0.15,2,284,11,157,0.25
28.08.2023 03:00,27.7,0.15,2,246,28,257,0.22
28.08.2023 02:30,27.7,0.17,2,65,28,234,0.24
28.08.2023 02:00,27.7,0.12,2,227,23,209,0.15
28.08.2023 01:30,27.7,0.11,2,256,7,152,0.15
28.08.2023 01:00,27.8,0.12,2,7,7,227,0.19
28.08.2023 00:30,27.8,0.15,2,188,10,220,0.23
28.08.2023 00:00,27.8,0.17,2,295,9,248,0.32
27.08.2023 23:30,27.8,0.14,2,137,7,248,0.18
27.08.2023 23:00,27.9,0.12,2,3,12,268,0.18
27.08.2023 22:30,27.9,0.11,2,221,10,281,0.16
27.08.2023 22:00,27.8,0.13,2,314,7,264,0.19
27.08.2023 21:30,27.8,0.15,2,152,15,254,0.21
27.08.2023 21:00,27.8,0.14,2,106,8,275,0.23
27.08.2023 20:30,27.8,0.13,2,326,11,253,0.22
27.08.2023 20:00,27.8,0.21,2,120,9,238,0.38
27.08.2023 19:30,27.8,0.21,2,210,0,288,0.37
27.08.2023 19:00,27.8,0.20,2,109,8,125,0.29
27.08.2023 18:30,27.9,0.20,2,173,4,70,0.29
27.08.2023 18:00,27.8,0.20,2,181,10,120,0.38
27.08.2023 17:30,27.8,0.21,2,100,9,92,0.31
27.08.2023 17:00,27.8,0.24,2,248,11,127,0.34
27.08.2023 16:30,27.8,0.23,2,211,10,114,0.32
27.08.2023 16:00,27.8,0.27,2,151,17,107,0.47
27.08.2023 15:30,27.7,0.25,2,120,20,94,0.40
27.08.2023 15:00,27.7,0.28,2,219,20,86,0.43
27.08.2023 14:30,27.6,0.29,2,259,19,83,0.43
27.08.2023 14:00,27.6,0.31,2,234,13,66,0.47
27.08.2023 13:30,27.6,0.31,2,235,19,57,0.51
27.08.2023 13:00,27.5,0.34,2,259,10,66,0.58
27.08.2023 12:30,27.4,0.33,2,226,16,44,0.56
27.08.2023 12:00,27.4,0.30,2,223,17,31,0.40
27.08.2023 11:30,27.4,0.31,2,220,17,12,0.52
27.08.2023 11:00,27.3,0.32,2,235,16,34,0.47
27.08.2023 10:30,27.3,0.27,2,248,16,7,0.40
27.08.2023 10:00,27.3,0.21,2,195,11,4,0.32
27.08.2023 09:30,27.2,0.20,2,213,14,351,0.26
27.08.2023 09:00,27.2,0.22,2,226,14,5,0.33
27.08.2023 08:30,27.2,0.24,2,156,15,351,0.36
27.08.2023 08:00,27.3,0.26,2,230,15,354,0.38
27.08.2023 07:30,27.3,0.25,2,257,12,352,0.41
27.08.2023 07:00,27.3,0.26,2,238,16,357,0.42
27.08.2023 06:30,27.4,0.24,2,268,15,336,0.38
27.08.2023 06:00,27.4,0.17,2,294,23,310,0.24
27.08.2023 05:30,27.4,0.15,2,197,26,325,0.27
27.08.2023 05:00,27.4,0.16,2,225,28,326,0.22
27.08.2023 04:30,27.5,0.13,2,217,27,313,0.19
27.08.2023 04:00,27.4,0.10,2,232,6,284,0.15
27.08.2023 03:30,27.4,0.11,2,270,4,243,0.16
27.08.2023 03:00,27.4,0.14,2,98,8,238,0.21
27.08.2023 02:30,27.5,0.15,2,57,10,245,0.20
27.08.2023 02:00,27.5,0.16,2,178,10,225,0.24
27.08.2023 01:30,27.6,0.15,2,223,8,205,0.21
27.08.2023 01:00,27.6,0.15,2,159,5,230,0.21
27.08.2023 00:30,27.7,0.15,2,257,6,239,0.21
27.08.2023 00:00,27.7,0.17,2,139,12,227,0.32
26.08.2023 23:30,27.7,0.15,2,153,19,256,0.23
26.08.2023 23:00,27.7,0.15,2,193,18,257,0.26
26.08.2023 22:30,27.8,0.17,2,7,14,229,0.30
26.08.2023 22:00,27.9,0.17,2,162,2,310,0.26
26.08.2023 21:30,27.9,0.18,2,161,14,14,0.28
26.08.2023 21:00,27.9,0.19,2,194,7,37,0.28
26.08.2023 20:30,27.8,0.21,2,145,16,51,0.30
26.08.2023 20:00,27.8,0.21,2,255,11,83,0.33
26.08.2023 19:30,27.8,0.24,2,215,11,67,0.38
26.08.2023 19:00,27.9,0.26,2,307,20,71,0.40
26.08.2023 18:30,27.9,0.27,2,167,21,70,0.44
26.08.2023 18:00,27.9,0.30,2,260,15,60,0.43
26.08.2023 17:30,27.9,0.29,2,240,21,72,0.47
26.08.2023 17:00,27.9,0.30,2,214,18,52,0.46
26.08.2023 16:30,28.0,0.32,2,240,21,59,0.55
26.08.2023 16:00,28.0,0.33,2,240,23,47,0.45
26.08.2023 15:30,28.0,0.31,2,263,23,41,0.47
26.08.2023 15:00,28.1,0.32,2,279,20,43,0.49
26.08.2023 14:30,28.2,0.31,2,283,16,57,0.49
26.08.2023 14:00,28.2,0.39,2,199,10,70,0.60
26.08.2023 13:30,28.3,0.41,2,215,17,49,0.69
26.08.2023 13:00,28.0,0.37,2,254,19,44,0.66
26.08.2023 12:30,28.2,0.24,2,259,4,65,0.35
26.08.2023 12:00,28.1,0.17,2,195,9,114,0.32
26.08.2023 11:30,28.0,0.19,2,203,7,190,0.29
26.08.2023 11:00,28.0,0.14,2,205,6,195,0.19
26.08.2023 10:30,27.9,0.14,2,177,6,198,0.21
26.08.2023 10:00,27.7,0.14,2,257,8,182,0.20
26.08.2023 09:30,27.6,0.17,2,302,5,179,0.26
26.08.2023 09:00,27.6,0.09,2,159,4,177,0.13
26.08.2023 08:30,27.5,0.11,2,74,1,42,0.16
26.08.2023 08:00,27.5,0.08,2,101,7,31,0.12
26.08.2023 07:30,27.5,0.09,2,201,12,58,0.13
26.08.2023 07:00,27.6,0.10,2,335,6,3,0.15
26.08.2023 06:30,27.6,0.13,2,218,7,346,0.19
26.08.2023 06:00,27.6,0.12,2,207,16,10,0.18
26.08.2023 05:30,27.6,0.12,2,315,9,328,0.19
26.08.2023 05:00,27.7,0.12,2,86,13,266,0.16
26.08.2023 04:30,27.7,0.12,2,247,14,263,0.19
26.08.2023 04:00,27.6,0.12,2,185,22,250,0.21
26.08.2023 03:30,27.4,0.13,2,342,22,266,0.17
26.08.2023 03:00,27.3,0.12,2,9,18,280,0.17
26.08.2023 02:30,27.6,0.12,2,297,28,297,0.21
26.08.2023 02:00,27.5,0.09,2,262,23,311,0.11
26.08.2023 01:30,27.6,0.10,2,249,28,307,0.15
26.08.2023 01:00,27.7,0.09,2,99,27,294,0.13
26.08.2023 00:30,27.8,0.09,2,343,13,4,0.13
26.08.2023 00:00,27.8,0.10,2,340,16,350,0.16
25.08.2023 23:30,27.8,0.10,2,283,19,338,0.16
25.08.2023 23:00,27.9,0.10,2,216,12,345,0.16
25.08.2023 22:30,28.1,0.10,2,293,6,316,0.14
25.08.2023 22:00,28.3,0.11,2,351,16,289,0.17
25.08.2023 21:30,28.2,0.12,2,236,17,285,0.17
25.08.2023 21:00,28.3,0.15,3,27,19,275,0.25
25.08.2023 20:30,28.5,0.13,2,295,3,32,0.21
25.08.2023 20:00,28.6,0.18,2,231,2,259,0.30
25.08.2023 19:30,28.6,0.12,2,170,4,252,0.18
25.08.2023 19:00,28.6,0.15,2,113,12,275,0.22
25.08.2023 18:30,28.8,0.15,2,98,3,324,0.22
25.08.2023 18:00,28.5,0.15,2,188,6,77,0.21
25.08.2023 17:30,28.5,0.19,3,291,10,74,0.36
25.08.2023 17:00,28.3,0.15,2,310,11,83,0.27
25.08.2023 16:30,28.6,0.11,2,281,16,91,0.17
25.08.2023 16:00,28.8,0.11,2,355,18,101,0.15
25.08.2023 15:30,28.8,0.12,2,73,17,87,0.18
25.08.2023 15:00,28.7,0.13,2,353,14,77,0.21
25.08.2023 14:30,28.5,0.13,2,216,15,73,0.17
25.08.2023 14:00,28.3,0.09,2,199,18,75,0.15
25.08.2023 13:30,28.2,0.12,2,130,16,84,0.21
25.08.2023 13:00,28.1,0.10,2,104,17,74,0.16
25.08.2023 12:30,28.0,0.13,2,147,16,76,0.24
25.08.2023 12:00,27.9,0.12,2,199,20,88,0.16
25.08.2023 11:30,27.9,0.11,2,165,15,64,0.15
25.08.2023 11:00,27.7,0.12,2,258,10,87,0.19
25.08.2023 10:30,27.6,0.11,2,341,4,199,0.18
25.08.2023 10:00,27.4,0.13,2,220,6,338,0.24
25.08.2023 09:30,27.4,0.15,2,319,4,276,0.26
25.08.2023 09:00,27.4,0.15,2,226,6,240,0.24
25.08.2023 08:30,27.3,0.11,2,60,13,265,0.17
25.08.2023 08:00,27.3,0.10,2,193,18,268,0.14
25.08.2023 07:30,27.3,0.15,2,240,14,249,0.23
25.08.2023 07:00,27.3,0.08,2,219,13,278,0.12
25.08.2023 06:30,27.3,0.09,2,45,14,322,0.13
25.08.2023 06:00,27.3,0.09,2,352,18,344,0.12
25.08.2023 05:30,27.2,0.10,2,86,17,353,0.13
25.08.2023 05:00,27.3,0.11,2,292,20,349,0.19
25.08.2023 04:30,27.5,0.10,2,209,15,331,0.14
25.08.2023 04:00,27.7,0.11,2,272,11,316,0.18
25.08.2023 03:30,27.7,0.10,2,336,11,265,0.16
25.08.2023 03:00,27.7,0.10,2,136,6,248,0.15
25.08.2023 02:30,27.4,0.10,2,290,16,237,0.17
25.08.2023 02:00,27.2,0.10,2,335,7,238,0.17
25.08.2023 01:30,27.3,0.11,2,124,3,2,0.19
25.08.2023 01:00,27.6,0.09,2,102,14,73,0.13
25.08.2023 00:30,27.6,0.08,2,331,10,329,0.11
25.08.2023 00:00,28.1,0.11,2,188,16,334,0.18
24.08.2023 23:30,28.1,0.13,2,236,20,334,0.18
24.08.2023 23:00,28.1,0.10,2,213,16,321,0.16
24.08.2023 22:30,28.6,0.12,3,23,12,258,0.16
24.08.2023 22:00,28.6,0.12,2,5,6,312,0.19
24.08.2023 21:30,28.6,0.11,2,40,13,286,0.15
24.08.2023 21:00,28.6,0.11,2,266,15,279,0.18
24.08.2023 20:30,28.6,0.13,2,177,5,267,0.22
24.08.2023 20:00,28.7,0.12,2,34,3,334,0.20
24.08.2023 19:30,28.7,0.15,2,36,2,347,0.22
24.08.2023 19:00,28.7,0.14,2,39,7,23,0.19
24.08.2023 18:30,28.6,0.14,2,99,8,47,0.25
24.08.2023 18:00,28.5,0.14,2,3,13,71,0.20
24.08.2023 17:30,28.4,0.14,2,187,14,58,0.24
24.08.2023 17:00,28.2,0.13,2,60,16,74,0.25
24.08.2023 16:30,27.5,0.15,2,326,14,58,0.24
24.08.2023 16:00,27.2,0.12,2,17,15,62,0.17
24.08.2023 15:30,27.1,0.12,2,40,11,59,0.21
24.08.2023 15:00,27.1,0.10,2,214,16,74,0.16
24.08.2023 14:30,27.2,0.12,2,125,11,82,0.20
24.08.2023 14:00,27.6,0.11,2,82,18,72,0.18
24.08.2023 13:30,27.7,0.11,2,120,15,85,0.18
24.08.2023 13:00,27.7,0.12,2,257,19,93,0.18
24.08.2023 12:30,27.6,0.14,2,321,17,91,0.23
24.08.2023 12:00,27.6,0.12,2,306,22,96,0.21
24.08.2023 11:30,27.5,0.11,2,108,18,83,0.16
24.08.2023 11:00,27.4,0.09,2,5,16,80,0.15
24.08.2023 10:30,27.4,0.08,2,253,6,61,0.13
24.08.2023 10:00,27.3,0.14,2,267,4,34,0.21
24.08.2023 09:30,27.2,0.10,2,69,5,4,0.14
24.08.2023 09:00,27.1,0.11,2,97,9,336,0.17
24.08.2023 08:30,27.0,0.10,2,163,12,345,0.15
24.08.2023 08:00,27.0,0.10,2,143,4,340,0.15
24.08.2023 07:30,27.1,0.14,2,344,10,358,0.20
24.08.2023 07:00,27.1,0.12,2,235,20,345,0.17
24.08.2023 06:30,27.1,0.11,2,146,18,348,0.16
24.08.2023 06:00,27.1,0.10,2,57,14,342,0.13
24.08.2023 05:30,27.1,0.08,2,4,13,351,0.11
24.08.2023 05:00,27.0,0.09,2,266,15,333,0.15
24.08.2023 04:30,27.1,0.08,2,235,12,270,0.13
24.08.2023 04:00,27.1,0.10,2,99,3,231,0.17
24.08.2023 03:30,27.2,0.10,2,261,2,103,0.14
24.08.2023 03:00,27.2,0.09,2,221,3,124,0.14
24.08.2023 02:30,27.3,0.09,2,139,2,40,0.13
24.08.2023 02:00,27.2,0.11,2,239,4,7,0.16
24.08.2023 01:30,27.4,0.09,2,262,2,325,0.18
24.08.2023 01:00,27.4,0.08,2,174,11,265,0.12
24.08.2023 00:30,27.3,0.08,2,226,12,242,0.10
24.08.2023 00:00,27.7,0.10,2,112,2,257,0.16
23.08.2023 23:30,27.8,0.10,2,175,5,251,0.18
23.08.2023 23:00,27.6,0.13,2,65,9,313,0.21
23.08.2023 22:30,27.4,0.12,2,222,2,333,0.18
23.08.2023 22:00,27.3,0.11,2,265,6,340,0.14
23.08.2023 21:30,26.9,0.16,3,301,9,9,0.28
23.08.2023 21:00,27.1,0.15,2,249,20,66,0.28
23.08.2023 20:30,26.9,0.10,2,192,7,43,0.15
23.08.2023 20:00,27.0,0.13,2,153,10,40,0.18
23.08.2023 19:30,27.0,0.11,2,290,8,43,0.17
23.08.2023 19:00,27.4,0.13,2,242,11,35,0.18
23.08.2023 18:30,27.0,0.12,2,89,18,44,0.19
23.08.2023 18:00,26.9,0.12,2,351,16,43,0.18
23.08.2023 17:30,27.2,0.16,2,230,19,65,0.24
23.08.2023 17:00,27.5,0.10,2,189,14,63,0.15
23.08.2023 16:30,27.3,0.13,2,234,9,57,0.22
23.08.2023 16:00,27.6,0.12,2,254,14,54,0.17
23.08.2023 15:30,27.5,0.12,2,275,10,55,0.20
23.08.2023 15:00,27.5,0.14,2,174,14,63,0.23
23.08.2023 14:30,27.5,0.11,2,355,12,89,0.15
23.08.2023 14:00,27.4,0.13,2,10,14,88,0.22
23.08.2023 13:30,27.4,0.11,2,184,12,83,0.20
23.08.2023 13:00,27.3,0.09,2,218,13,90,0.15
23.08.2023 12:30,27.2,0.10,2,181,12,91,0.15
23.08.2023 12:00,27.2,0.17,2,250,10,75,0.26
23.08.2023 11:30,27.2,0.17,3,233,5,43,0.24
23.08.2023 11:00,27.1,0.14,2,131,4,43,0.22
23.08.2023 10:30,27.0,0.09,2,240,10,37,0.16
23.08.2023 10:00,26.9,0.09,2,214,13,0,0.15
23.08.2023 09:30,26.9,0.14,2,335,13,354,0.20
23.08.2023 09:00,26.9,0.10,2,125,14,0,0.12
23.08.2023 08:30,26.9,0.10,2,322,14,358,0.17
23.08.2023 08:00,26.9,0.10,2,120,17,358,0.16
23.08.2023 07:30,26.9,0.10,2,306,14,1,0.14
23.08.2023 07:00,26.9,0.10,2,14,11,350,0.16
23.08.2023 06:30,26.9,0.09,2,300,4,299,0.12
23.08.2023 06:00,26.9,0.10,2,17,5,272,0.14
23.08.2023 05:30,26.9,0.11,2,238,1,39,0.19
23.08.2023 05:00,26.9,0.11,2,200,2,297,0.19
23.08.2023 04:30,26.9,0.08,2,349,8,338,0.11
23.08.2023 04:00,27.0,0.09,2,144,8,355,0.13
23.08.2023 03:30,26.9,0.07,2,219,4,227,0.10
23.08.2023 03:00,26.9,0.09,2,342,2,320,0.14
23.08.2023 02:30,26.9,0.11,2,119,5,14,0.14
23.08.2023 02:00,26.9,0.10,2,359,5,25,0.16
23.08.2023 01:30,26.8,0.10,2,296,6,3,0.13
23.08.2023 01:00,27.2,0.09,2,250,7,291,0.17
23.08.2023 00:30,27.2,0.09,2,323,3,303,0.12
23.08.2023 00:00,27.3,0.12,2,309,6,326,0.17
22.08.2023 23:30,27.2,0.10,2,95,5,298,0.14
22.08.2023 23:00,27.2,0.14,2,356,16,275,0.25
22.08.2023 22:30,26.9,0.11,2,260,12,287,0.17
22.08.2023 22:00,27.0,0.11,2,293,9,354,0.18
22.08.2023 21:30,27.0,0.13,2,266,12,306,0.18
22.08.2023 21:00,27.3,0.16,2,17,3,250,0.23
22.08.2023 20:30,27.7,0.13,2,355,4,11,0.19
22.08.2023 20:00,27.5,0.15,2,201,2,56,0.23
22.08.2023 19:30,27.6,0.15,2,13,2,2,0.23
22.08.2023 19:00,27.6,0.18,2,271,2,180,0.26
22.08.2023 18:30,27.6,0.17,2,231,2,66,0.25
22.08.2023 18:00,27.5,0.14,2,168,9,85,0.18
22.08.2023 17:30,27.4,0.13,2,81,10,58,0.19
22.08.2023 17:00,27.4,0.14,2,236,9,68,0.18
22.08.2023 16:30,27.4,0.13,2,198,16,86,0.18
22.08.2023 16:00,27.2,0.12,2,170,14,90,0.18
22.08.2023 15:30,27.2,0.11,2,243,14,83,0.15
22.08.2023 15:00,27.1,0.12,2,223,15,85,0.17
22.08.2023 14:30,27.2,0.13,2,5,20,102,0.21
22.08.2023 14:00,27.2,0.13,2,280,21,88,0.20
22.08.2023 13:30,27.1,0.14,2,39,19,85,0.19
22.08.2023 13:00,27.1,0.14,2,261,23,96,0.20
22.08.2023 12:30,26.9,0.13,2,73,18,87,0.20
22.08.2023 12:00,26.8,0.13,2,300,14,101,0.19
22.08.2023 11:30,26.8,0.14,2,161,5,113,0.24
22.08.2023 11:00,26.6,0.23,2,210,4,179,0.36
22.08.2023 10:30,26.6,0.18,2,318,5,192,0.26
22.08.2023 10:00,26.6,0.20,2,280,3,213,0.27
22.08.2023 09:30,26.5,0.21,2,233,7,241,0.41
22.08.2023 09:00,26.4,0.21,2,298,9,278,0.33
22.08.2023 08:30,26.4,0.23,2,336,13,239,0.35
22.08.2023 08:00,26.4,0.19,2,280,25,268,0.31
22.08.2023 07:30,26.4,0.20,2,174,12,242,0.31
22.08.2023 07:00,26.5,0.19,2,209,18,257,0.25
22.08.2023 06:30,26.5,0.21,2,304,19,247,0.32
22.08.2023 06:00,26.6,0.20,2,216,30,255,0.31
22.08.2023 05:30,26.6,0.22,2,159,31,247,0.32
22.08.2023 05:00,26.6,0.24,2,283,30,253,0.37
22.08.2023 04:30,26.6,0.22,2,166,28,245,0.44
22.08.2023 04:00,26.7,0.25,2,164,27,247,0.42
22.08.2023 03:30,26.7,0.27,2,233,31,246,0.39
22.08.2023 03:00,26.8,0.21,2,168,26,251,0.36
22.08.2023 02:30,26.8,0.19,2,246,22,239,0.26
22.08.2023 02:00,26.9,0.19,2,82,17,240,0.35
22.08.2023 01:30,26.9,0.17,2,16,22,249,0.29
22.08.2023 01:00,27.0,0.17,2,18,19,228,0.25
22.08.2023 00:30,27.1,0.17,2,319,23,225,0.25
22.08.2023 00:00,27.1,0.18,2,337,21,227,0.28
21.08.2023 23:30,27.2,0.20,2,180,23,234,0.33
21.08.2023 23:00,27.1,0.24,2,25,22,220,0.35
21.08.2023 22:30,27.0,0.27,2,122,25,213,0.36
21.08.2023 22:00,27.1,0.21,2,156,23,241,0.31
21.08.2023 21:30,27.2,0.11,2,322,21,232,0.15
21.08.2023 21:00,27.3,0.10,2,33,16,192,0.15
21.08.2023 20:30,27.4,0.10,2,187,12,149,0.15
21.08.2023 20:00,27.4,0.15,2,292,16,160,0.25
21.08.2023 19:30,27.5,0.13,2,223,24,148,0.20
21.08.2023 19:00,27.3,0.13,2,255,23,129,0.18
21.08.2023 18:30,27.3,0.16,2,5,27,126,0.26
21.08.2023 18:00,27.3,0.16,2,212,26,122,0.22
21.08.2023 17:30,27.3,0.17,2,72,24,117,0.23
21.08.2023 17:00,27.3,0.18,2,169,24,112,0.30
21.08.2023 16:30,27.3,0.13,2,355,20,102,0.18
21.08.2023 16:00,27.1,0.10,2,300,19,111,0.14
21.08.2023 15:30,26.9,0.12,2,147,14,104,0.16
21.08.2023 15:00,26.8,0.10,2,78,13,128,0.19
21.08.2023 14:30,26.7,0.12,2,203,5,169,0.17
21.08.2023 14:00,26.7,0.13,2,358,8,132,0.20
21.08.2023 13:30,26.8,0.13,2,123,9,164,0.22
21.08.2023 13:00,26.8,0.16,2,324,9,187,0.27
21.08.2023 12:30,26.7,0.12,2,74,16,200,0.17
21.08.2023 12:00,26.7,0.15,2,274,10,213,0.23
21.08.2023 11:30,26.6,0.18,2,217,12,198,0.31
21.08.2023 11:00,26.5,0.22,2,352,15,208,0.30
21.08.2023 10:30,26.5,0.22,2,164,19,204,0.33
21.08.2023 10:00,26.4,0.20,2,139,20,216,0.31
21.08.2023 09:30,26.4,0.26,2,233,18,216,0.36
21.08.2023 09:00,26.4,0.24,2,246,28,230,0.42
21.08.2023 08:30,26.4,0.32,2,131,24,221,0.48
21.08.2023 08:00,26.4,0.28,2,282,32,216,0.40
21.08.2023 07:30,26.4,0.29,2,175,38,238,0.45
21.08.2023 07:00,26.4,0.25,2,107,36,242,0.34
21.08.2023 06:30,26.4,0.26,2,356,36,239,0.39
21.08.2023 06:00,26.4,0.16,2,105,31,246,0.27
21.08.2023 05:30,26.4,0.16,2,346,30,232,0.22
21.08.2023 05:00,26.4,0.14,2,72,26,233,0.21
21.08.2023 04:30,26.4,0.14,2,279,28,220,0.17
21.08.2023 04:00,26.4,0.13,2,233,22,245,0.20
21.08.2023 03:30,26.4,0.14,2,321,22,221,0.19
21.08.2023 03:00,26.3,0.12,2,270,20,227,0.17
21.08.2023 02:30,26.3,0.13,2,313,19,210,0.23
21.08.2023 02:00,26.3,0.15,2,65,23,209,0.24
21.08.2023 01:30,26.3,0.19,2,86,19,216,0.29
21.08.2023 01:00,26.4,0.17,2,279,15,226,0.30
21.08.2023 00:30,26.4,0.20,2,245,16,216,0.29
21.08.2023 00:00,26.4,0.17,2,144,15,192,0.30
20.08.2023 23:30,26.4,0.15,2,305,17,205,0.23
20.08.2023 23:00,26.4,0.20,2,244,20,199,0.29
20.08.2023 22:30,26.3,0.25,2,338,17,219,0.41
20.08.2023 22:00,26.3,0.28,2,299,20,220,0.42
20.08.2023 21:30,26.3,0.24,2,230,25,225,0.38
20.08.2023 21:00,26.4,0.26,2,348,26,231,0.44
20.08.2023 20:30,26.4,0.30,2,58,24,246,0.46
20.08.2023 20:00,26.4,0.31,2,115,27,244,0.47
20.08.2023 19:30,26.4,0.28,2,219,29,242,0.44
20.08.2023 19:00,26.5,0.34,2,194,23,237,0.50
20.08.2023 18:30,26.6,0.31,2,102,31,234,0.53
20.08.2023 18:00,26.6,0.33,2,224,35,234,0.53
20.08.2023 17:30,26.6,0.29,2,190,27,229,0.43
